Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,1172.4430658221,474.216896516578,3757.5586328813,4351.88692005651,4366.07590145025,4158.52571473091,3918.57917389554,3660.15074616061,3669.4175404033,4134.98719823511,4339.84327925027,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,..,1627.07263304394,7329.02606278467,6586.45675645441,7186.81926242698,7378.04440441034,6514.56918801822,7028.66345418521,7784.08791153906,8846.05652531746,8908.93479246767,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1206.01183797183,1334.94305104384,3046.94913644957,2912.65827494029,3121.68117550498,3171.69919227376,2875.25798516781,2896.72000268117,3036.32525487301,3222.20063433213,3204.09500313298,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,..,319.359584782134,594.586466669704,657.645337819668,664.078211827767,673.969955508106,589.859028149831,428.926487995524,461.415094120589,503.318727177274,503.570772675202,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,..,190.606231910312,1176.24245336109,1165.79432896131,1162.33144011893,1251.82076450814,1287.43048657119,1266.54633814868,1291.54241301307,1418.17762347196,1407.81314341043,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,1944.13762113919,2136.44024281489,5723.32549028316,5942.21860396431,5377.72731774609,5435.17195993204,4869.37837276379,4523.0912813127,5303.30917087143,5495.42892533452,4957.45822226408,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,..,..,6568.10258231227,9429.63337725871,9101.91698033437,8829.35671886048,6956.25380055393,7670.11640425255,8510.86840824456,9762.38930182711,9396.98196681072,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,191.878904234015,229.4902871214,699.429337677581,698.466479416086,715.923743046061,743.413381296219,792.552890593381,777.147595512165,911.444266521259,1038.65164702968,1071.05076055404,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,21290.8603827045,26149.41107829,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798,46007.8529206547,48675.2223350213,53044.5324352253,52331.3167277797,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,14800.0286943521,12579.5951055864,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13663.0216184298,13641.1027183822,38437.543157275,39982.7543013783,42962.9882149803,44553.2822108385,38615.9951849093,40105.6133867135,42849.426324701,42949.9305849512,42084.3533748088,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,241.87647004145,1007.50142861723,1655.80182373144,1760.4685841634,1811.6325213683,1934.06323712607,2049.84968976149,2107.5727223615,2159.157867515,2020.55192996381,1912.90374537869,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,437.590049509162,197.341405940847,512.595604567196,529.744993983104,552.570094538902,564.597482419666,484.238632609296,498.10416388359,517.975030051999,572.427154260028,553.89505038138,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,567.528672858345,567.930736009565,2487.59815432028,2723.8227773066,2961.550283849,3098.98630009568,2687.48014545225,2176.00224545044,1968.56473841262,2027.77797925505,2229.85869624463,..
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,2354.26346244494,1854.14595610107,5063.78698606358,4698.14129350594,5210.67583028154,5468.48086914212,4840.27312286783,5129.15896023703,5430.87421029797,6088.97244500876,6022.21617939574,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,13571.0582833444,13827.7696967465,14274.2406542056,15278.9078745141,16690.5700968089,22246.7430768136,28305.222587603,23258.6758552794,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,28242.943738533,38131.4606116242,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70459.1825041029,75496.7540581998,81734.4655736102,75419.6348688089,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,6448.12768493202,8601.27193227855,20876.7880311093,21872.6202486999,20865.7918179638,20035.1739750121,16028.6115221739,14618.7331253028,15130.5207386726,16521.1822816126,15343.0620043106,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,371.678557270582,576.195600593124,1164.97612914872,1198.10900052752,1208.90431029644,1251.16410422834,1356.66775582649,1368.45432627629,1464.99330546855,1482.30566684338,1284.70204090039,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,..,7657.55037948181,11096.7089320935,12040.6916099773,12559.1957287288,13710.9837739703,15876.4619303708,16646.8490832158,16066.1949685535,15660.6745965265,14901.9835314079,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,2603.84662236786,4060.32449292618,9358.25147451101,10722.2836326295,11889.1276274385,12796.0700430496,13630.3079737945,14343.9636291397,15150.345612161,15592.573678922,15731.0160348471,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,697.539572978224,602.186902266008,2406.90967796981,2790.67666988481,2729.89190363004,2920.78372060611,2679.34558891149,2509.63145745887,2695.25188280292,2801.37399744404,2829.17030896837,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1376.16467314413,1663.60525171951,5322.96375987671,5183.08287691315,5926.83286284344,6102.94323272326,5406.70385708338,5319.41021789703,5680.58076826353,5805.67561638869,5414.79913793258,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1196.58685819634,1955.58800627896,5869.32307961474,6528.97221785312,6756.75276926556,6672.8802554854,6229.10169612596,6204.99726003927,6710.50802896038,6941.23584763012,6977.69578355382,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,715.913712086446,1072.80906434278,2450.73365616231,2694.30547298686,2871.43090179354,2959.64845212232,3001.04037107616,3073.653614975,3123.23422944462,3252.09232413346,3485.08421835861,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,1731.20953112388,4501.45406742273,13879.5609852546,13097.2708482174,13696.4663046143,14271.3058536202,12578.4954734362,12447.4395912808,13864.6817579973,15468.4822194105,15692.5070255563,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,7884.61798756332,11497.7534604525,23186.9131283278,20564.8898617969,21647.0418118869,22074.3007634216,19242.3664710981,19978.401214968,21490.429863104,23562.5545228191,23252.0585181211,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,8652.50749222505,16192.1269719638,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31621.8934700005,32873.7192730424,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,15454.0823281296,29976.117039047,82409.5773327667,85076.1414971118,85050.8663450405,83858.4768549031,63039.063486422,57163.0756845544,59124.9323657393,65908.0669010848,62088.0618276987,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1680.70562287227,1659.90763954548,9099.2175388969,8507.10477456436,9547.85215096612,10043.6774497614,8969.14892146193,9548.58740298268,10807.7953907179,12399.889335731,12919.5296441908,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,3492.7103142473,1771.59405905827,14311.0843159612,15420.8745413273,15974.6446270517,14095.648742954,9313.01362484996,8704.89841329594,10720.3325853448,11370.8134559314,11584.9953826104,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,349.873357553015,260.778016134062,668.868963365164,725.627681285034,723.258312827439,743.994758159784,751.639369748452,745.342751593952,772.318471775428,783.287184222986,820.025241658159,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,772.505849126603,1542.06673580116,3933.45935710691,4022.19911964814,4037.50931467981,3937.75871176418,4073.66600980642,4109.16513496372,4259.7650014189,4188.52834612851,4324.01401840457,..
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,36601.8275523984,57286.6550002958,49985.349570181,51572.5681707239,50806.5343783866,42660.3381585202,43826.9243116818,45399.0290605549,48995.1420019023,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,..,..,1254.51792297417,1330.54740424256,1564.67530350241,1770.46574954659,1584.82776026425,1700.04654094347,1813.78323514196,1953.58828993582,1946.64361370086,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,7246.01636663787,9171.33014525259,23745.8016143957,25243.3586980136,24844.7443707585,24463.9031634311,20627.9327823422,19879.2975306167,20803.7459178785,23338.9634580718,23139.7986561214,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,961.573946470954,604.654066013211,1373.52078902067,1329.98137880303,1376.06981577192,1396.65822533925,1219.24866243037,1269.90210810516,1361.69958778497,1465.59100640191,1446.83096499408,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,..,914.785719885861,6809.15980400146,6015.94522756969,6755.07367461629,6600.05680854589,5588.98072768556,5765.20076202711,6292.54362926707,7252.40185773992,7411.83611634734,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,5302.84372714198,7578.85105298845,12189.0951601357,12006.68296237,14765.6739800428,14700.3343408386,14745.3414620288,15068.6203494184,15906.0839118192,16390.8249080053,17448.2702926831,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,150.389032266233,138.698692243778,448.337525527861,566.378656937494,716.835304734774,714.700712388696,588.228452702849,501.415712857832,499.38070781976,533.991184258936,527.533634399111,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,11861.7561591366,23852.3270285975,53890.4287270504,55546.4885386921,56967.4257940383,57562.5307937678,55646.6187469505,56828.2953471601,60913.745333494,66188.7793961798,65233.2824392302,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,27997.2898302635,28460.3326151186,27942.8805401415,33043.6883812669,32274.8905524359,31616.6816992667,29369.0568278169,29160.1038110689,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,2405.53516040785,5413.15062068807,18361.5694760083,17481.8954435252,18260.0157710019,18674.3440568625,16310.9884090005,16508.6703604932,17556.6008176369,19406.3475337924,19266.2754990139,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,9107.47389852088,10201.3035366727,25095.1322896197,22643.1002515007,23496.602499332,24214.9220717273,20881.7669299329,21663.643413767,23512.8172674713,26115.9133661854,25946.1821852127,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,666.965287229144,1040.00719387833,1938.89476725508,2141.82922578032,2248.59132072751,2274.88786574405,2167.17382619953,2225.49043485009,2332.8148736562,2441.51739308263,2373.63247042576,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,126.924920542559,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3139.96605414997,3032.42713820462,8007.41284634441,7501.4699839525,6832.45689096701,6433.18727662894,5734.63362915331,5272.91842475419,6132.4798409721,6374.02819575944,6001.40081394888,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,1516.40391483427,1179.73982772896,1779.4693342398,1322.8202385055,1119.65133267823,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13804.8767869937,14713.0657111519,31636.4463142558,28324.4293363918,29059.5479522321,29461.5503337389,25732.0183647454,26505.3432155204,28170.1678643302,30389.3609902899,29600.3782526602,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,463.618631805931,869.696516609157,3200.83382914016,3350.52187589289,3610.28936304898,3819.25352972265,3843.78067184442,3886.29150165239,4077.04372120747,4080.56712469552,3853.08369288942,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,5396.40484995676,9560.90386718302,16539.7690073067,16046.4869352021,16686.0211825241,18051.1790347146,18028.9734308952,18810.4876458321,19158.7448006081,19276.5212674439,19934.9745323929,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4199.60606890037,5950.35119596624,8983.4366734688,9086.79946207544,9378.56236298604,9843.91581872176,10093.8997626748,10361.8141037985,11047.4449858109,11357.8890096382,11611.4154473966,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,2236.28877407421,3676.43964197256,6242.19533244977,6390.31063156115,6639.60714595024,6684.80736732912,6920.87807380804,7075.06582034944,7212.96018080962,7361.4009618002,7457.50950382514,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,483.952592007859,366.172807593807,1437.7732945888,1457.89458202637,1557.22831003842,1709.99960541964,1909.73875450207,1299.26119456743,1111.86844893858,623.867252394076,441.505603374484,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,958.612332137947,2012.28165067815,8263.20380320348,9200.97478600343,9402.1644191114,9471.92200052426,8562.08136860759,5539.11790036234,5637.5149461838,6015.16460686684,6359.83361442737,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30593.6724447761,29624.9126748618,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51615.0206514946,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,38428.3854594406,37868.3230348534,88415.6280324892,83538.230025042,85112.4643984141,86605.5633762421,82081.5971616165,80172.2320869148,80449.9945127739,82818.1081617471,81993.72712595,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,988.94867216421,1177.62926773348,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,497.632026083843,138.428879512683,847.382101810518,969.296473144289,1048.22729256115,1104.17168941376,929.095857223746,802.518004052824,806.041573098044,826.621530538704,870.787589323223,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,173.790639184874,410.952327593101,781.437014324276,867.867680563228,970.416938425046,1030.09291747653,947.933446487903,966.474622354379,1004.84112066441,1060.99461489421,1122.12181047515,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1508.94273670514,2007.73517506683,5492.12125590558,5860.58250725599,6168.26298501219,5951.88370233604,5840.04652294326,5994.23147547156,6592.91490169864,7295.47561612095,7806.74221105532,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,..,415.085948577851,947.51332029527,1013.05002497807,1210.03264559371,1232.4560962795,1332.7828591777,1353.74792501854,1286.40575068308,1230.2281911588,1560.50982160188,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,431.450159769201,302.206394294343,587.097136792467,571.806723944167,621.398853574683,640.934219628827,570.910279013434,597.471088804109,626.091527901405,679.97276057805,679.290249091295,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,1194.54103416891,2090.8780473688,4002.65916515062,4581.73864748582,4428.14652130855,4354.02886337063,4336.19657636639,4158.28837838716,4513.60953145965,4740.79214895188,4903.15290276599,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,4150.30185502442,6435.16468252829,19034.1491966652,19157.4170366712,20143.6644489582,20270.8593716518,18289.704340369,16176.9473700573,16238.1931916674,17129.9130902577,17397.9817601543,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,1491.12212876029,2211.82681728547,4264.67494604737,4152.67858707583,4222.70324540611,4305.47416504835,3861.68853113497,3697.93083126064,3481.22873876516,3438.78908914627,3317.4535932122,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,2794.35039016178,4337.47814131056,11420.7732646112,11795.316711752,12614.4802575975,12157.3379609015,11006.2497363978,10895.3186924719,10591.4743712025,9455.59365384828,9126.56134585014,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,865.789417037966,643.174725992465,5649.95227819669,6675.18565772239,7304.28713230982,7962.23909840679,6432.68070195019,6389.54840833488,6587.09031628698,6966.63541063077,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,21835.0840399077,21345.6525568015,21716.5644525064,23779.8637224688,26182.4296156305,28240.7068027025,27545.8709416678,29554.7059604407,31353.3293184258,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,990.064819950998,1462.85469981826,3640.72324004977,3507.94065504737,3454.82869218249,3398.70648337631,3197.77225194394,3255.92869342584,3572.49357894833,3700.74426252192,4059.02999569444,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,248.029367198959,261.868997701026,829.010344932875,786.728052790667,806.595521409999,879.720233346557,843.629415815721,733.431251236802,747.196907377979,770.452453254239,794.341077917102,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,1569.75758369404,635.700535075575,3569.75812083898,3855.41772856732,4029.71125162545,3104.64320609541,2124.6623187838,2187.73050991433,2640.67567655839,3096.81740221352,3659.03131229487,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,27729.4664216648,33291.419366353,39194.6766208456,40976.4997112455,42412.6302780364,43751.8388860721,38663.3838066363,38141.8467585492,40644.804043392,43839.3563491413,43103.3230583165,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19095.4669984608,28149.8700107891,42038.572250193,42462.771568145,43444.533001954,47425.6076805194,44974.8318771782,41064.1334316223,40361.4173832159,43043.2278164551,42330.117537005,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.6000088133,36334.9087770589,49886.8181094923,51610.6052783379,53117.6678498178,55064.7445483427,56839.3817742317,57951.5840820997,60062.2223132211,62996.4712852605,65297.517508274,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,2990.3642477705,6875.02132792057,14236.6811883717,15171.5846627498,16973.6742131099,16831.9729445436,15613.7642726566,15387.14403013,17322.1473894404,17277.9701105496,16190.126957465,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,651.419206137363,558.226802377,1926.29299673401,2137.025122118,2281.41097296841,2492.33664277468,2615.025134487,2567.79920656883,1826.56691924216,1529.08286351335,1724.8411344137,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1152.1849675189,1470.57226526613,3264.5370165591,3133.09020920348,3124.23307756588,3088.25830265504,2801.93984778858,2889.85303623403,3082.35632289041,3125.25798900649,3115.35862043261,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,2475.38047254573,4842.03720158812,10955.3499126366,12985.5053251065,12456.7124535391,16054.4905130962,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,95.1882501808876,390.093326052633,1525.11598800104,1735.14127643805,1886.67189633671,2030.26195473318,2085.10148409879,2192.21453866566,2365.62166567374,2566.59694958511,2715.27603640721,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,39144.1657740184,37849.7287205036,34819.1477546185,33573.0970301435,34797.14046978,35931.5412519766,35938.0243875154,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,1476.17185000238,2880.79843707909,3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,482.247874017314,554.448633427793,1374.62128512758,1446.53635351496,1607.15236498904,1673.14635369478,1602.03784066157,1138.68299471073,960.528533738514,824.117628729094,774.334489816721,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,408.769534724677,345.689554372848,1672.90825103652,1763.07273337195,1878.90969681416,1763.06257144391,1337.79558561814,1280.57844679257,1534.86675111219,1516.39066079862,1305.06325350544,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,841.972989778691,563.057741053574,1093.65400227511,1304.96980167411,1430.00081795572,1434.89934002278,1445.07106198798,1464.58352903946,1548.17005572552,1683.74057709465,1463.98591018054,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,2009.41513624547,2605.63326297453,6867.60019200019,7466.81181141866,7522.59534414922,7461.54515034611,6400.36035038446,6112.1059534046,6108.58822028271,6601.82518932287,6584.74024069285,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,2997.32366872164,5250.37531330665,9920.8920986356,10187.2716141439,10306.6345316741,10376.283588732,10083.9648675967,9518.1838733579,9767.97005850011,10187.2123091569,10500.9719018527,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,2373.28005240347,3946.84248510514,13910.4473714964,13014.715877787,13712.6845114515,14154.1425405415,12513.2018363306,12822.3762230609,14244.8644785917,16037.4818998226,16300.7920722546,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,896.662556809487,1338.81287267501,3257.34436281621,3366.87046095254,3378.14921264188,3448.53126063778,3302.72912446483,3334.11968835416,3555.34490649832,3585.32218812471,3644.01459793481,..
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,2599.0745762954,4052.34177606243,8861.50906334251,9420.55432849728,9466.30354889193,9703.35376267107,9598.34532806707,9858.04901339385,10467.4430246664,11318.6354877622,11530.1381346129,..
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,412.960840307696,956.670195045752,4858.63674323147,5378.90505007494,5891.53524017465,6306.4072904201,6522.74911529277,6612.32723708149,7173.56731526143,7971.67338559114,8222.27687284776,..
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,417.394819265647,966.924607505094,4910.53615829559,5436.22436555427,5954.18383436337,6373.31755269839,6591.78025630437,6682.12580197807,7249.10181549539,8055.42956281708,8308.52290628931,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,18900.3945806209,20165.8326060912,40615.3479697679,37599.915754443,39105.1517383111,39858.3739785371,34370.787184202,35147.7422259268,37140.6698528957,40038.5067764355,38984.6859895145,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,10521.0957783916,11648.0678436856,26118.7702597316,25075.8450008035,26079.5427953563,26305.7925229878,22554.4672468035,22383.0497887934,23629.1062237995,25215.2719623363,24744.1402883946,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,2475.45866571432,1794.54037356746,9628.08489901196,10206.4601224832,10748.2150485055,9910.10934999672,7472.89501961602,7058.86171886161,7879.81868059063,8031.86420929148,8133.26084670603,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2388.95330751743,2057.38358047786,10017.7624770721,10406.4424289587,10973.1245208446,10319.3232049194,8007.28501261297,7665.3771838596,8552.95274227593,8894.6706846259,9017.27828722879,..
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,15460.1934871532,16909.8732568021,35721.5322112679,33159.1110060226,34563.7426260981,35242.1907448323,30469.6243901071,31172.2286448947,33080.9186444207,35733.7160011367,34918.4983749707,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,666.324511953996,816.871301217096,2188.81069386736,2467.64630373323,2530.41235439061,2694.56371779599,2364.24769660877,2075.89997448139,2055.57360374932,2175.9365406788,2228.25524462277,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,388.875060101523,358.734984020516,851.248195957039,879.591255700655,954.138989200576,978.223323506328,942.457852138424,907.015698667542,939.509103511369,972.942914334936,976.741808708115,..
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,18440.6990576375,25103.2939763839,41538.6328968188,41344.8136933783,41629.1459513777,42298.5493201213,39735.3600817717,40343.8213202962,42013.8899019256,44417.867919172,44617.4765305399,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,995.759797834249,1457.61475946152,5288.46738348538,5567.68696082127,5824.46188017041,5966.69683546027,5581.96056155466,5573.10612239042,6094.41443043091,6448.82919322929,6561.99428659455,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,881.741903354844,1240.20595901179,4312.8986268995,4530.90238610699,4738.08201390865,4850.21743956192,4540.02887982394,4505.97092434447,4889.16008178088,5152.65365955954,5228.54414234075,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,521.136823367945,572.558473380871,1721.48786482656,1859.73355042435,1972.59939756489,2068.65459132846,1949.31270346127,1774.19436581491,1718.48233204613,1756.03960627613,1765.6634650645,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,353.728290672963,369.181621823463,918.483095486679,942.110646567873,1028.26634833622,1074.40998991011,1079.85092795776,1066.08116623517,1118.02654719899,1170.10560560528,1200.91860733875,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,410.619618702802,438.553947830263,1191.93609037018,1255.94428007451,1351.08698638783,1414.7404086265,1376.56371903656,1306.01554404922,1319.41219090651,1365.85465109636,1388.82814141165,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,1100.58622794337,1663.98295941553,7502.29883836483,7978.1217310615,8547.20714121708,8818.09799372955,8218.98991105308,8188.04785801433,9029.71173792667,9838.44325165659,9999.48841965925,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,2669.42455597315,4400.4708921757,10204.6339173199,10198.3993719435,10337.7751615641,10430.5831580854,8884.94545760073,8589.62836986689,9448.25547897868,9092.67237798763,8869.89481433387,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,2596.73155261803,4230.53397865885,9882.3879593033,9837.43077906739,9948.78120871472,10075.7255246621,8475.77630051483,8155.11061751262,9005.79932397041,8593.74144050655,8390.06292074218,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2599.22436509533,4312.24276029239,10140.0215617452,10123.736699613,10259.3642342486,10347.5453361991,8742.37300032624,8429.0339590811,9303.04856215472,8934.49818332295,8702.13746386907,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,323.965676218735,333.426006167689,909.27300658047,942.424283392007,1004.25339046275,1059.6467081821,1026.91161565556,986.659726322111,1047.70805894462,1063.16791088601,1079.20461356443,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,859.194148498457,1189.52266625958,4169.28787982058,4396.13260258025,4596.18627524268,4708.90509098014,4417.78921029825,4383.45774355264,4753.28273311431,5001.69977944769,5080.87769439704,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,359.855140649241,333.726703204851,784.355667027664,803.903671046569,859.271039242635,896.713923788469,884.788310098557,790.161708482454,792.826294086648,795.957116426116,810.094853446519,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,493.639718841264,565.861089311333,1708.69758880976,1775.96686923642,1842.80944785278,1929.08191930939,1884.58175710996,1921.07416148877,2037.37364885081,2091.39057844093,2174.43979701111,..
